ТБ;ГОСБ;ИНН;Организация;Сегмент;Сотрудник;Задач;Закрыто;Успешно;Невозможно отработать;В работе;Статус отработки;Противоречие в решениях;Все задачи закрыты одним днём;Ни одного цифрового следа;План получателей;Факт получателей;Факт к плану, %;Потенциал численности;Факт к потенциалу, %
Байкальский банк;Якутское ГОСБ № 8603;7700056212;ГБУЗ Эталон;Рег. госсектор;Гусев Дмитрий Олегович;1;0;0;0;1;Не начат;False;False;False;65;0;0,0;219;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056262;АО Магистраль;Микро;Белова Ирина Олеговна;1;1;1;0;0;Отработан полностью;False;False;False;4;4;100,0;7;57,1
Байкальский банк;Якутское ГОСБ № 8603;7700056270;НКО Триумф;Крупные;Русаков Александр Николаевич;1;0;0;0;1;Не начат;False;False;False;319;0;0,0;819;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056303;ПАО Лидер;Микро;Жукова Людмила Борисовна;1;1;0;0;0;Отработан полностью;False;False;False;3;0;0,0;8;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056316;ООО Новация;Микро;Белова Ольга Сергеевна;1;1;1;0;0;Отработан полностью;False;False;True;1;1;100,0;1;100,0
Байкальский банк;Якутское ГОСБ № 8603;7700056344;ПАО Заря;Малые;Гусев Дмитрий Олегович;2;2;0;2;0;Отработан полностью;False;False;False;35;0;0,0;34;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056350;АО Фаворит;Микро;Белова Ирина Олеговна;1;1;1;0;0;Отработан полностью;False;False;False;4;2;50,0;11;18,2
Байкальский банк;Якутское ГОСБ № 8603;7700056386;МБУ Орион;Средние;Жукова Людмила Борисовна;1;0;0;0;1;Не начат;False;False;False;77;0;0,0;166;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056401;ООО Эталон;Малые;Жукова Людмила Борисовна;1;0;0;0;1;Не начат;False;False;False;13;0;0,0;34;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056422;НКО Юпитер;Малые;Гусев Дмитрий Олегович;1;1;0;0;0;Отработан полностью;False;False;True;8;0;0,0;41;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056428;ГБУЗ Прогресс;Малые;Белова Ольга Сергеевна;1;0;0;0;1;Не начат;False;False;False;4;0;0,0;8;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056436;ГБУЗ Автодор;Микро;Гусев Дмитрий Олегович;1;1;0;0;0;Отработан полностью;False;False;False;6;0;0,0;13;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056467;ИП Лидер;Микро;Жукова Людмила Борисовна;1;1;1;0;0;Отработан полностью;False;False;False;4;4;100,0;7;57,1
Байкальский банк;Якутское ГОСБ № 8603;7700056507;АО Магистраль;Малые;Жукова Людмила Борисовна;2;1;1;0;1;Отработан частично;False;False;False;54;26;83,9;48;54,2
Байкальский банк;Якутское ГОСБ № 8603;7700056522;АО Новация;Микро;Белова Ирина Олеговна;2;2;2;0;0;Отработан полностью;False;False;False;6;6;100,0;8;75,0
Байкальский банк;Якутское ГОСБ № 8603;7700056527;ПАО Бриз;Крупнейшие;Гусев Дмитрий Олегович;1;1;0;0;0;Отработан полностью;False;False;False;202;0;0,0;912;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056535;АО Эталон;Малые;Белова Ольга Сергеевна;1;1;0;1;0;Отработан полностью;False;False;True;10;0;0,0;36;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056541;ИП Новация;Микро;Жукова Людмила Борисовна;1;1;1;0;0;Отработан полностью;False;False;True;7;5;71,4;12;41,7
Байкальский банк;Якутское ГОСБ № 8603;7700056555;АО Сатурн;SBI;Белова Ольга Сергеевна;1;1;0;0;0;Отработан полностью;False;False;True;25;0;0,0;61;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056565;НКО Автодор;Крупнейшие;Жукова Людмила Борисовна;1;1;0;0;0;Отработан полностью;False;False;False;215;0;0,0;1020;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056585;ООО Прогресс;Малые;Жукова Людмила Борисовна;1;1;0;0;0;Отработан полностью;False;False;False;7;0;0,0;19;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056590;ПАО Вектор;Крупнейшие;Белова Ирина Олеговна;1;0;0;0;1;Не начат;False;False;False;490;0;0,0;1043;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056595;ПАО Химпром;Средние;Жукова Людмила Борисовна;1;1;0;0;0;Отработан полностью;False;False;False;60;0;0,0;99;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056618;АО Сатурн;Крупные;Гусев Дмитрий Олегович;1;0;0;0;1;Не начат;False;False;False;234;0;0,0;562;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056628;ИП Центр;Микро;Жукова Людмила Борисовна;1;1;0;0;0;Отработан полностью;False;False;False;3;0;0,0;10;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056651;ИП Дельта;Малые;Белова Ольга Сергеевна;1;1;0;0;0;Отработан полностью;False;False;True;13;0;0,0;58;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056691;АО Бриз;Микро;Белова Ольга Сергеевна;1;1;0;0;0;Отработан полностью;False;False;True;2;0;0,0;10;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056704;ПАО Сатурн;Микро;Русаков Александр Николаевич;1;1;0;1;0;Отработан полностью;False;False;False;2;0;0,0;7;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056724;АО Эталон;Микро;Русаков Александр Николаевич;1;1;0;0;0;Отработан полностью;False;False;False;5;0;0,0;8;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056753;ООО Вектор;Малые;Белова Ольга Сергеевна;1;1;1;0;0;Отработан полностью;False;False;True;10;2;20,0;25;8,0
Байкальский банк;Якутское ГОСБ № 8603;7700056764;ИП Вектор;Малые;Жукова Людмила Борисовна;1;0;0;0;1;Не начат;False;False;False;13;0;0,0;27;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056785;НКО Фаворит;Малые;Гусев Дмитрий Олегович;1;0;0;0;1;Не начат;False;False;False;12;0;0,0;20;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056809;ООО Сатурн;Средние;Белова Ирина Олеговна;3;2;1;0;1;Отработан частично;False;False;False;178;41;100,0;116;35,3
Байкальский банк;Якутское ГОСБ № 8603;7700056817;ГБУЗ Импульс;Рег. госсектор;Жукова Людмила Борисовна;1;0;0;0;1;Не начат;False;False;False;51;0;0,0;205;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056822;АО Новация;Средние;Белова Ирина Олеговна;1;1;1;0;0;Отработан полностью;False;False;False;82;66;80,5;193;34,2
Байкальский банк;Якутское ГОСБ № 8603;7700056845;ИП Орион;Крупные;Белова Ольга Сергеевна;2;1;0;0;1;Отработан частично;False;False;True;555;0;0,0;867;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056852;АО Триумф;Малые;Русаков Александр Николаевич;2;1;1;0;1;Отработан частично;False;False;False;37;7;43,8;35;20,0
Байкальский банк;Якутское ГОСБ № 8603;7700056854;ПАО Новация;Малые;Гусев Дмитрий Олегович;1;0;0;0;1;Не начат;False;False;False;30;0;0,0;50;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056919;ГБУЗ Эталон;Малые;Русаков Александр Николаевич;1;0;0;0;1;Не начат;False;False;False;12;0;0,0;34;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056935;ГБУЗ Фаворит;Крупные;Гусев Дмитрий Олегович;1;1;0;0;0;Отработан полностью;False;False;False;865;0;0,0;1466;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056948;НКО Уют;Микро;Гусев Дмитрий Олегович;2;1;0;0;1;Отработан частично;False;False;False;5;0;0,0;9;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056959;НКО Ярд;Средние;Белова Ирина Олеговна;1;0;0;0;1;Не начат;False;False;False;83;0;0,0;140;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056969;НКО Гранит;Микро;Жукова Людмила Борисовна;1;1;0;0;0;Отработан полностью;False;False;False;8;0;0,0;11;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056983;НКО Гранит;Микро;Белова Ирина Олеговна;1;1;0;0;0;Отработан полностью;False;False;False;3;0;0,0;10;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700056987;МБУ Триумф;Малые;Белова Ирина Олеговна;1;1;1;0;0;Отработан полностью;False;False;False;13;10;76,9;39;25,6
Байкальский банк;Якутское ГОСБ № 8603;7700056994;ПАО Фаворит;Микро;Русаков Александр Николаевич;1;1;0;0;0;Отработан полностью;False;False;False;3;0;0,0;7;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700057012;ПАО Бриз;Средние;Белова Ольга Сергеевна;1;1;1;0;0;Отработан полностью;False;False;True;42;14;33,3;147;9,5
Байкальский банк;Якутское ГОСБ № 8603;7700057017;ГБУЗ Дельта;Малые;Гусев Дмитрий Олегович;1;1;0;0;0;Отработан полностью;False;False;False;5;0;0,0;26;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700057023;ПАО Химпром;Малые;Гусев Дмитрий Олегович;1;0;0;0;1;Не начат;False;False;False;9;0;0,0;26;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700057044;ИП Уют;Средние;Гусев Дмитрий Олегович;2;2;1;0;0;Отработан полностью;False;False;False;65;12;60,0;81;14,8
Байкальский банк;Якутское ГОСБ № 8603;7700057051;ИП Дельта;Крупные;Белова Ирина Олеговна;1;1;0;1;0;Отработан полностью;False;False;False;16;0;0,0;56;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700057080;ИП Прогресс;Рег. госсектор;Жукова Людмила Борисовна;3;1;0;0;2;Отработан частично;False;False;False;389;0;0,0;280;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700057099;ИП Химпром;Микро;Белова Ольга Сергеевна;1;1;0;1;0;Отработан полностью;False;False;True;1;0;0,0;1;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700057125;АО Орион;Малые;Русаков Александр Николаевич;1;0;0;0;1;Не начат;False;False;False;7;0;0,0;15;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700057129;ИП Каскад;Крупнейшие;Гусев Дмитрий Олегович;1;1;1;0;0;Отработан полностью;False;False;False;992;748;75,4;2870;26,1
Байкальский банк;Якутское ГОСБ № 8603;7700057158;ПАО Дельта;Средние;Гусев Дмитрий Олегович;1;1;1;0;0;Отработан полностью;False;False;False;51;57;111,8;117;48,7
Байкальский банк;Якутское ГОСБ № 8603;7700057162;НКО Фаворит;Средние;Белова Ольга Сергеевна;1;1;0;0;0;Отработан полностью;False;False;True;71;0;0,0;175;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700057209;МБУ Фаворит;Средние;Белова Ирина Олеговна;1;0;0;0;1;Не начат;False;False;False;33;0;0,0;105;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700057225;НКО Гранит;Микро;Русаков Александр Николаевич;3;2;1;0;1;Отработан частично;False;False;False;11;6;120,0;10;60,0
Байкальский банк;Якутское ГОСБ № 8603;7700057234;МБУ Автодор;Микро;Гусев Дмитрий Олегович;2;1;1;0;1;Отработан частично;False;False;False;5;3;100,0;4;75,0
Байкальский банк;Якутское ГОСБ № 8603;7700057256;ООО Гранит;Малые;Гусев Дмитрий Олегович;2;1;1;0;1;Отработан частично;False;False;False;48;17;70,8;47;36,2
Байкальский банк;Якутское ГОСБ № 8603;7700057265;ООО Центр;Малые;Гусев Дмитрий Олегович;2;2;0;0;0;Отработан полностью;False;False;False;25;0;0,0;32;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700057290;АО Юпитер;Средние;Русаков Александр Николаевич;1;1;0;1;0;Отработан полностью;False;False;False;60;0;0,0;129;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700057314;ООО Новация;Средние;Жукова Людмила Борисовна;1;1;0;0;0;Отработан полностью;False;False;False;43;0;0,0;115;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700057321;АО Заря;Малые;Белова Ольга Сергеевна;1;1;1;0;0;Отработан полностью;False;False;False;15;8;53,3;36;22,2
Байкальский банк;Якутское ГОСБ № 8603;7700057340;АО Ресурс;Рег. госсектор;Гусев Дмитрий Олегович;2;0;0;0;2;Не начат;False;False;False;126;0;0,0;138;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700057345;МБУ Центр;Крупные;Белова Ирина Олеговна;3;2;0;0;1;Отработан частично;False;False;False;793;0;0,0;508;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700057369;ГБУЗ Каскад;Средние;Белова Ольга Сергеевна;1;1;0;0;0;Отработан полностью;False;False;True;21;0;0,0;70;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700057374;ИП Эталон;Крупные;Жукова Людмила Борисовна;2;1;0;0;1;Отработан частично;False;False;False;910;0;0,0;848;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700057396;МБУ Каскад;Микро;Русаков Александр Николаевич;1;1;0;0;0;Отработан полностью;False;False;False;3;0;0,0;7;0,0
Байкальский банк;Якутское ГОСБ № 8603;7700057405;ПАО Центр;Крупные;Жукова Людмила Борисовна;2;2;1;0;0;Отработан полностью;False;False;False;652;190;71,7;637;29,8
Байкальский банк;Якутское ГОСБ № 8603;7700057444;МБУ Прогресс;Малые;Гусев Дмитрий Олегович;3;3;0;0;0;Отработан полностью;False;False;False;24;0;0,0;16;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057452;ПАО Дельта;Рег. госсектор;Уваров Максим Николаевич;1;1;1;0;0;Отработан полностью;False;False;True;53;2;3,8;157;1,3
Среднерусский банк;Тульское ГОСБ № 8604;7700057460;НКО Орион;SBI;Белов Олег Дмитриевич;2;0;0;0;2;Не начат;False;False;False;68;0;0,0;66;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057465;НКО Химпром;Крупные;Дроздов Виктор Борисович;1;1;0;0;0;Отработан полностью;False;False;False;48;0;0,0;102;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057484;ПАО Центр;Микро;Белов Олег Дмитриевич;1;0;0;0;1;Не начат;False;False;False;2;0;0,0;6;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057493;МБУ Импульс;Рег. госсектор;Орлова Ксения Николаевна;1;1;0;0;0;Отработан полностью;False;False;False;88;0;0,0;211;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057500;НКО Прогресс;Средние;Фомин Леонид Олегович;1;1;1;0;0;Отработан полностью;False;False;True;26;10;38,5;144;6,9
Среднерусский банк;Тульское ГОСБ № 8604;7700057510;ГБУЗ Гранит;Средние;Фомин Леонид Олегович;1;0;0;0;1;Не начат;False;False;False;26;0;0,0;45;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057517;ИП Эталон;Микро;Орлова Ксения Николаевна;1;0;0;0;1;Не начат;False;False;False;3;0;0,0;9;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057527;ООО Дельта;Рег. госсектор;Фомин Леонид Олегович;2;1;0;0;1;Отработан частично;False;False;False;180;0;0,0;223;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057534;ГБУЗ Ресурс;Рег. госсектор;Ильин Максим Сергеевич;2;1;0;0;1;Отработан частично;False;False;False;164;0;0,0;280;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057557;ООО Ресурс;Малые;Ильин Максим Сергеевич;3;3;0;0;0;Отработан полностью;False;False;False;56;0;0,0;41;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057562;ООО Импульс;Средние;Дроздов Виктор Борисович;1;1;1;0;0;Отработан полностью;False;False;False;55;75;136,4;109;68,8
Среднерусский банк;Тульское ГОСБ № 8604;7700057573;ООО Сатурн;Микро;Ильин Максим Сергеевич;2;1;0;0;1;Отработан частично;False;False;False;3;0;0,0;3;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057575;ГБУЗ Сатурн;Микро;Уваров Максим Николаевич;1;1;0;0;0;Отработан полностью;False;False;False;5;0;0,0;9;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057589;ООО Триумф;Средние;Орлова Ксения Николаевна;1;0;0;0;1;Не начат;False;False;False;124;0;0,0;163;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057597;ИП Эталон;Малые;Дроздов Виктор Борисович;1;1;0;0;0;Отработан полностью;False;False;False;20;0;0,0;27;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057620;МБУ Ярд;Микро;Орлова Ксения Николаевна;1;1;1;0;0;Отработан полностью;False;False;False;3;1;33,3;6;16,7
Среднерусский банк;Тульское ГОСБ № 8604;7700057653;ГБУЗ Заря;Крупные;Ильин Максим Сергеевич;2;1;0;0;1;Отработан частично;False;False;False;207;0;0,0;284;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057661;ООО Центр;Средние;Орлова Ксения Николаевна;1;1;0;0;0;Отработан полностью;False;False;False;52;0;0,0;173;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057670;ИП Орион;Крупнейшие;Ильин Максим Сергеевич;2;1;1;0;1;Отработан частично;False;False;False;769;449;142,5;1424;31,5
Среднерусский банк;Тульское ГОСБ № 8604;7700057675;ИП Триумф;Малые;Ильин Максим Сергеевич;1;0;0;0;1;Не начат;False;False;False;14;0;0,0;20;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057688;НКО Химпром;Микро;Орлова Ксения Николаевна;1;1;1;0;0;Отработан полностью;False;False;False;2;1;50,0;5;20,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057713;ИП Триумф;Малые;Орлова Ксения Николаевна;1;1;0;0;0;Отработан полностью;False;False;False;7;0;0,0;25;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057718;ГБУЗ Триумф;Средние;Ильин Максим Сергеевич;1;0;0;0;1;Не начат;False;False;False;13;0;0,0;57;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057727;АО Ресурс;Средние;Орлова Ксения Николаевна;1;1;1;0;0;Отработан полностью;False;False;False;16;3;18,8;40;7,5
Среднерусский банк;Тульское ГОСБ № 8604;7700057737;ООО Ярд;Средние;Орлова Ксения Николаевна;1;1;1;0;0;Отработан полностью;False;False;False;60;70;116,7;118;59,3
Среднерусский банк;Тульское ГОСБ № 8604;7700057748;МБУ Автодор;Микро;Орлова Ксения Николаевна;2;0;0;0;2;Не начат;False;False;False;2;0;0,0;4;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057754;ООО Бриз;Малые;Белов Олег Дмитриевич;2;1;0;0;1;Отработан частично;False;False;False;28;0;0,0;42;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057764;ГБУЗ Гранит;Малые;Уваров Максим Николаевич;2;1;1;0;1;Отработан частично;False;False;False;37;2;11,1;45;4,4
Среднерусский банк;Тульское ГОСБ № 8604;7700057795;ПАО Бриз;Микро;Дроздов Виктор Борисович;1;0;0;0;1;Не начат;False;False;False;3;0;0,0;6;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057811;ООО Триумф;Микро;Уваров Максим Николаевич;3;2;1;0;1;Отработан частично;False;False;False;3;1;100,0;3;33,3
Среднерусский банк;Тульское ГОСБ № 8604;7700057821;АО Ярд;Малые;Уваров Максим Николаевич;1;0;0;0;1;Не начат;False;False;False;10;0;0,0;27;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057834;НКО Новация;Микро;Белов Олег Дмитриевич;1;0;0;0;1;Не начат;False;False;False;2;0;0,0;9;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057851;НКО Сатурн;Микро;Дроздов Виктор Борисович;1;0;0;0;1;Не начат;False;False;False;4;0;0,0;9;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057858;МБУ Ресурс;Малые;Орлова Ксения Николаевна;1;1;1;0;0;Отработан полностью;False;False;False;12;14;116,7;38;36,8
Среднерусский банк;Тульское ГОСБ № 8604;7700057873;АО Каскад;Средние;Дроздов Виктор Борисович;1;0;0;0;1;Не начат;False;False;False;51;0;0,0;161;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057886;ИП Заря;Малые;Ильин Максим Сергеевич;1;1;0;0;0;Отработан полностью;False;False;False;19;0;0,0;48;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057907;АО Дельта;Микро;Белов Олег Дмитриевич;1;0;0;0;1;Не начат;False;False;False;6;0;0,0;9;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057914;ПАО Сатурн;Микро;Фомин Леонид Олегович;3;1;0;0;2;Отработан частично;False;False;False;7;0;0,0;4;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057919;ПАО Фаворит;Малые;Орлова Ксения Николаевна;1;1;0;0;0;Отработан полностью;False;False;False;17;0;0,0;36;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057925;НКО Заря;Средние;Белов Олег Дмитриевич;1;1;0;0;0;Отработан полностью;False;False;False;92;0;0,0;125;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057937;ООО Прогресс;Малые;Ильин Максим Сергеевич;1;1;1;0;0;Отработан полностью;False;False;False;19;5;26,3;34;14,7
Среднерусский банк;Тульское ГОСБ № 8604;7700057961;ГБУЗ Каскад;Микро;Белов Олег Дмитриевич;1;0;0;0;1;Не начат;False;False;False;4;0;0,0;13;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057972;АО Ресурс;Средние;Фомин Леонид Олегович;1;1;0;0;0;Отработан полностью;False;False;True;40;0;0,0;147;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700057974;ГБУЗ Уют;Рег. госсектор;Уваров Максим Николаевич;2;2;1;0;0;Отработан полностью;False;False;False;180;1;1,5;165;0,6
Среднерусский банк;Тульское ГОСБ № 8604;7700057988;ГБУЗ Прогресс;Микро;Дроздов Виктор Борисович;1;1;0;0;0;Отработан полностью;False;False;False;4;0;0,0;9;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058000;НКО Лидер;Малые;Уваров Максим Николаевич;1;1;1;0;0;Отработан полностью;False;False;True;7;1;14,3;30;3,3
Среднерусский банк;Тульское ГОСБ № 8604;7700058010;АО Вектор;Микро;Белов Олег Дмитриевич;1;0;0;0;1;Не начат;False;False;False;1;0;0,0;6;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058018;ИП Магистраль;Крупные;Орлова Ксения Николаевна;2;0;0;0;2;Не начат;False;False;False;246;0;0,0;297;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058027;ИП Триумф;Средние;Орлова Ксения Николаевна;1;0;0;0;1;Не начат;False;False;False;120;0;0,0;204;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058035;ИП Гранит;Микро;Ильин Максим Сергеевич;1;0;0;0;1;Не начат;False;False;False;2;0;0,0;7;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058037;НКО Орион;SBI;Белов Олег Дмитриевич;3;2;1;0;1;Отработан частично;False;False;False;148;31;60,8;91;34,1
Среднерусский банк;Тульское ГОСБ № 8604;7700058068;АО Автодор;Крупные;Белов Олег Дмитриевич;1;1;1;0;0;Отработан полностью;False;False;True;192;228;118,8;532;42,9
Среднерусский банк;Тульское ГОСБ № 8604;7700058102;ИП Орион;Микро;Дроздов Виктор Борисович;1;0;0;0;1;Не начат;False;False;False;3;0;0,0;9;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058143;ООО Заря;Микро;Фомин Леонид Олегович;2;2;0;0;0;Отработан полностью;False;False;False;14;0;0,0;11;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058160;ПАО Ярд;Микро;Уваров Максим Николаевич;1;0;0;0;1;Не начат;False;False;False;4;0;0,0;7;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058170;МБУ Орион;Микро;Орлова Ксения Николаевна;1;0;0;0;1;Не начат;False;False;False;7;0;0,0;10;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058184;АО Центр;Средние;Белов Олег Дмитриевич;2;0;0;0;2;Не начат;False;False;False;76;0;0,0;138;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058191;АО Импульс;Малые;Уваров Максим Николаевич;1;1;1;0;0;Отработан полностью;False;False;False;10;1;10,0;35;2,9
Среднерусский банк;Тульское ГОСБ № 8604;7700058202;ИП Ярд;Малые;Орлова Ксения Николаевна;1;1;0;0;0;Отработан полностью;False;False;False;9;0;0,0;30;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058206;НКО Фаворит;Микро;Ильин Максим Сергеевич;6;4;3;0;2;Отработан частично;False;False;False;11;4;66,7;4;100,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058215;ООО Ярд;Малые;Дроздов Виктор Борисович;2;2;2;0;0;Отработан полностью;False;False;False;34;29;85,3;36;80,6
Среднерусский банк;Тульское ГОСБ № 8604;7700058235;ИП Химпром;Микро;Орлова Ксения Николаевна;2;0;0;0;2;Не начат;False;False;False;7;0;0,0;8;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058250;НКО Ярд;Крупные;Уваров Максим Николаевич;1;1;1;0;0;Отработан полностью;False;False;False;761;2;0,3;1334;0,1
Среднерусский банк;Тульское ГОСБ № 8604;7700058257;ООО Фаворит;Рег. госсектор;Уваров Максим Николаевич;1;0;0;0;1;Не начат;False;False;False;67;0;0,0;288;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058268;ООО Ресурс;Микро;Фомин Леонид Олегович;3;1;0;1;2;Отработан частично;False;False;False;11;0;0,0;8;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058278;ПАО Дельта;Крупнейшие;Белов Олег Дмитриевич;2;1;1;0;1;Отработан частично;False;False;False;908;211;56,7;1107;19,1
Среднерусский банк;Тульское ГОСБ № 8604;7700058293;ПАО Гранит;Средние;Дроздов Виктор Борисович;2;1;0;0;1;Отработан частично;False;False;False;130;0;0,0;167;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058306;ИП Каскад;Средние;Белов Олег Дмитриевич;1;1;1;0;0;Отработан полностью;False;False;False;48;27;56,2;170;15,9
Среднерусский банк;Тульское ГОСБ № 8604;7700058317;МБУ Химпром;Средние;Дроздов Виктор Борисович;3;1;0;0;2;Отработан частично;False;False;False;353;0;0,0;186;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058331;ГБУЗ Сатурн;Средние;Ильин Максим Сергеевич;1;1;1;0;0;Отработан полностью;False;False;False;41;36;87,8;80;45,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058342;НКО Импульс;Малые;Белов Олег Дмитриевич;1;1;1;0;0;Отработан полностью;False;False;False;5;5;100,0;15;33,3
Среднерусский банк;Тульское ГОСБ № 8604;7700058346;ПАО Орион;Крупнейшие;Ильин Максим Сергеевич;2;1;0;0;1;Отработан частично;False;False;False;1346;0;0,0;1392;0,0
Среднерусский банк;Тульское ГОСБ № 8604;7700058354;МБУ Орион;Рег. госсектор;Фомин Леонид Олегович;1;1;1;0;0;Отработан полностью;False;False;True;74;14;18,9;182;7,7
Среднерусский банк;Тульское ГОСБ № 8604;7700058370;ООО Прогресс;Крупные;Дроздов Виктор Борисович;2;1;1;0;1;Отработан частично;False;False;False;720;61;37,4;727;8,4
Среднерусский банк;Тульское ГОСБ № 8604;7700058378;ИП Автодор;Средние;Уваров Максим Николаевич;2;2;1;1;0;Отработан полностью;True;False;False;78;2;6,2;87;2,3
Среднерусский банк;Тульское ГОСБ № 8604;7700058387;НКО Лидер;Крупные;Фомин Леонид Олегович;1;1;0;0;0;Отработан полностью;False;False;True;47;0;0,0;83;0,0
